id,classname,method_name,method_sig,method_def_line,mut_location,mut_start,mut_end,mut_operator,orig_token,pred_token,pred_pos,pred_score,masked_expr,masked_seq
10,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,895,901,MethodCallMutator,encoder,document,4,0.03726981,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.<mask>(), out.escapeMode());
    }"
11,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,891,893,IdentifierMutator-Variable,out,this,1,0.026379079,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string,<mask>.encoder(), out.escapeMode());
    }"
12,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,891,893,IdentifierMutator-Variable,out,in,2,0.025276937,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string,<mask>.encoder(), out.escapeMode());
    }"
13,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,891,893,IdentifierMutator-Variable,out,document,3,0.014386851,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string,<mask>.encoder(), out.escapeMode());
    }"
14,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,891,893,IdentifierMutator-Variable,out,doc,4,0.012778858,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string,<mask>.encoder(), out.escapeMode());
    }"
15,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,910,919,MethodCallMutator,escapeMode,settings,0,0.4822405,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(), out.<mask>());
    }"
16,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,910,919,MethodCallMutator,escapeMode,output,1,0.1335942,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(), out.<mask>());
    }"
17,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,910,919,MethodCallMutator,escapeMode,style,2,0.05546678,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(), out.<mask>());
    }"
18,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,910,919,MethodCallMutator,escapeMode,options,3,0.04295794,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(), out.<mask>());
    }"
19,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,910,919,MethodCallMutator,escapeMode,format,4,0.041312486,out.<mask>(),"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(), out.<mask>());
    }"
20,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,906,908,IdentifierMutator-Variable,out,in,1,0.010761947,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(),<mask>.escapeMode());
    }"
21,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,906,908,IdentifierMutator-Variable,out,this,2,0.006179288,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(),<mask>.escapeMode());
    }"
22,Entities.java,escape,"String escape(String string, Document.OutputSettings out)",26,27,906,908,IdentifierMutator-Variable,out,Out,3,0.002933386,<mask>,"String escape(String string, Document.OutputSettings out) {
        return escape(string, out.encoder(),<mask>.escapeMode());
    }"
23,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1084,1086,BinaryOperatorMutator,*,**,1,0.21503516,string.length() <mask> 2,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length()<mask>2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
24,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1084,1086,BinaryOperatorMutator,*,+,3,0.08971781,string.length() <mask> 2,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length()<mask>2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
25,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1084,1086,BinaryOperatorMutator,*,/,4,0.04280579,string.length() <mask> 2,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length()<mask>2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
26,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1076,1081,MethodCallMutator,length,width,1,8.2547755E-5,string.<mask>(),"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.<mask>() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
27,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1076,1081,MethodCallMutator,length,len,3,8.832258E-6,string.<mask>(),"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.<mask>() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
28,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1076,1081,MethodCallMutator,length,size,4,3.4585837E-6,string.<mask>(),"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.<mask>() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
29,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1069,1074,IdentifierMutator-Variable,string,String,2,0.0025873822,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(<mask>.length() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
30,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1069,1074,IdentifierMutator-Variable,string,strings,3,7.3301635E-5,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(<mask>.length() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
31,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1069,1074,IdentifierMutator-Variable,string,str,4,5.0586066E-5,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(<mask>.length() * 2);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
32,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1087,1087,IdentifierMutator-Literal,2,100,1,0.063880704,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() *<mask>);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
33,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1087,1087,IdentifierMutator-Literal,2,4,2,0.058054596,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() *<mask>);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
34,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1087,1087,IdentifierMutator-Literal,2,10,3,0.04725579,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() *<mask>);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
35,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,31,1087,1087,IdentifierMutator-Literal,2,1000,4,0.04400614,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() *<mask>);
        Map<Character, String> map = escapeMode == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
36,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1184,IdentifierMutator-Conditional,(escapeMode==org.jsoup.nodes.Entities.EscapeMode.extended)?org.jsoup.nodes.Entities.fullByVal:org.jsoup.nodes.Entities.baseByVal,map,0,0.39990175,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask>;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
37,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1184,IdentifierMutator-Conditional,(escapeMode==org.jsoup.nodes.Entities.EscapeMode.extended)?org.jsoup.nodes.Entities.fullByVal:org.jsoup.nodes.Entities.baseByVal,null,1,0.34692216,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask>;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
38,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1184,IdentifierMutator-Conditional,(escapeMode==org.jsoup.nodes.Entities.EscapeMode.extended)?org.jsoup.nodes.Entities.fullByVal:org.jsoup.nodes.Entities.baseByVal,{},2,0.09902766,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask>;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
39,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1184,IdentifierMutator-Conditional,(escapeMode==org.jsoup.nodes.Entities.EscapeMode.extended)?org.jsoup.nodes.Entities.fullByVal:org.jsoup.nodes.Entities.baseByVal,this,3,0.023268461,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask>;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
40,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1184,IdentifierMutator-Conditional,(escapeMode==org.jsoup.nodes.Entities.EscapeMode.extended)?org.jsoup.nodes.Entities.fullByVal:org.jsoup.nodes.Entities.baseByVal,maps,4,0.021940544,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask>;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
41,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1138,1141,BinaryOperatorMutator,==,!=,2,0.06519881,escapeMode <mask> org.jsoup.nodes.Entities.EscapeMode.extended,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode<mask>EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
42,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1138,1141,BinaryOperatorMutator,==,.,3,0.029334147,escapeMode <mask> org.jsoup.nodes.Entities.EscapeMode.extended,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode<mask>EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
43,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1138,1141,BinaryOperatorMutator,==,=,4,0.01742892,escapeMode <mask> org.jsoup.nodes.Entities.EscapeMode.extended,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode<mask>EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
44,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1137,IdentifierMutator-Variable,escapeMode,mode,0,0.9980482,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask> == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
45,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1137,IdentifierMutator-Variable,escapeMode,modes,1,4.2168447E-4,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask> == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
46,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1137,IdentifierMutator-Variable,escapeMode,mode,2,2.855718E-4,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask> == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
47,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1137,IdentifierMutator-Variable,escapeMode,type,3,1.4700579E-4,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask> == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
48,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1128,1137,IdentifierMutator-Variable,escapeMode,Mode,4,7.2939896E-5,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map =<mask> == EscapeMode.extended ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
49,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1142,1160,IdentifierMutator-Variable,org.jsoup.nodes.Entities.EscapeMode.extended,null,0,0.6850757,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode ==<mask> ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
50,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1142,1160,IdentifierMutator-Variable,org.jsoup.nodes.Entities.EscapeMode.extended,true,1,0.13007861,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode ==<mask> ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
51,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1142,1160,IdentifierMutator-Variable,org.jsoup.nodes.Entities.EscapeMode.extended,FULL,2,0.038362384,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode ==<mask> ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
52,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1142,1160,IdentifierMutator-Variable,org.jsoup.nodes.Entities.EscapeMode.extended,false,3,0.03284179,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode ==<mask> ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
53,Entities.java,escape,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode)",30,32,1142,1160,IdentifierMutator-Variable,org.jsoup.nodes.Entities.EscapeMode.extended,1,4,0.032730013,<mask>,"String escape(String string, CharsetEncoder encoder, EscapeMode escapeMode) {
        StringBuilder accum = new StringBuilder(string.length() * 2);
        Map<Character, String> map = escapeMode ==<mask> ? fullByVal : baseByVal;

        for (int pos = 0; pos < string.length(); pos++) {
            Character c = string.charAt(pos);
            if (map.containsKey(c))
                accum.append('&').append(map.get(c)).append(';');
            else if (encoder.canEncode(c))
                accum.append(c.charValue());
            else
                accum.append(""&#"").append((int) c).append(';');
        }

        return accum.toString();
    }"
